"","seqnames","start","end","width","strand"
"18454","3",16284741,16286741,2001,"+"
"18455","3",16291464,16293464,2001,"-"
"18456","3",16296805,16298805,2001,"-"
"18457","3",16296979,16298979,2001,"+"
"18458","3",16301003,16303003,2001,"+"
"18459","3",16303047,16305047,2001,"+"
"18460","3",16304322,16306322,2001,"+"
"18461","3",16310975,16312975,2001,"+"
"18462","3",16315080,16317080,2001,"+"
"18463","3",16321604,16323604,2001,"-"
"18464","3",16325040,16327040,2001,"+"
"18465","3",16326634,16328634,2001,"-"
"18466","3",16327448,16329448,2001,"-"
"18467","3",16327792,16329792,2001,"+"
"18468","3",16329898,16331898,2001,"+"
"18469","3",16334174,16336174,2001,"+"
"18470","3",16341295,16343295,2001,"+"
"18471","3",16342333,16344333,2001,"+"
"18472","3",16349395,16351395,2001,"+"
"18473","3",16358983,16360983,2001,"-"
"18474","3",16363610,16365610,2001,"-"
"18475","3",16367890,16369890,2001,"+"
"18476","3",16372759,16374759,2001,"-"
"18477","3",16375931,16377931,2001,"-"
"18478","3",16378633,16380633,2001,"+"
"18479","3",16381219,16383219,2001,"+"
"18480","3",16382595,16384595,2001,"+"
"18481","3",16385434,16387434,2001,"+"
"18482","3",16387724,16389724,2001,"+"
"18483","3",16393579,16395579,2001,"-"
"18484","3",16398725,16400725,2001,"-"
"18485","3",16403672,16405672,2001,"-"
"18486","3",16408003,16410003,2001,"+"
"18487","3",16414266,16416266,2001,"-"
"18488","3",16420045,16422045,2001,"+"
"18489","3",16426112,16428112,2001,"-"
"18490","3",16426795,16428795,2001,"+"
"18491","3",16431443,16433443,2001,"+"
"18492","3",16440023,16442023,2001,"+"
"18493","3",16447764,16449764,2001,"-"
"18494","3",16459103,16461103,2001,"+"
"18495","3",16465290,16467290,2001,"+"
"18496","3",16469153,16471153,2001,"-"
"18497","3",16471393,16473393,2001,"-"
"18498","3",16474753,16476753,2001,"-"
"18499","3",16474966,16476966,2001,"+"
"18500","3",16478482,16480482,2001,"-"
"18501","3",16486349,16488349,2001,"-"
"18502","3",16488713,16490713,2001,"-"
"18503","3",16493762,16495762,2001,"-"
"18504","3",16495811,16497811,2001,"+"
"18505","3",16503054,16505054,2001,"-"
"18506","3",16503460,16505460,2001,"+"
"18507","3",16507170,16509170,2001,"+"
"18508","3",16511050,16513050,2001,"-"
"18509","3",16516522,16518522,2001,"-"
"18510","3",16524410,16526410,2001,"+"
"18511","3",16530179,16532179,2001,"+"
"18512","3",16533082,16535082,2001,"-"
"18513","3",16536538,16538538,2001,"+"
"18514","3",16538212,16540212,2001,"-"
"18515","3",16547278,16549278,2001,"-"
"18516","3",16548730,16550730,2001,"-"
"18517","3",16556970,16558970,2001,"-"
"18518","3",16565330,16567330,2001,"-"
"18519","3",16568051,16570051,2001,"+"
"18520","3",16572762,16574762,2001,"-"
"18521","3",16574823,16576823,2001,"+"
"18522","3",16577384,16579384,2001,"+"
"18523","3",16580929,16582929,2001,"+"
"18524","3",16582723,16584723,2001,"+"
"18525","3",16585074,16587074,2001,"+"
"18526","3",16593622,16595622,2001,"-"
"18527","3",16594099,16596099,2001,"+"
"18528","3",16597698,16599698,2001,"-"
"18529","3",16602563,16604563,2001,"-"
"18530","3",16604894,16606894,2001,"+"
"18531","3",16612340,16614340,2001,"-"
"18532","3",16613566,16615566,2001,"+"
"18533","3",16616544,16618544,2001,"+"
"18534","3",16624048,16626048,2001,"-"
"18535","3",16629521,16631521,2001,"-"
"18536","3",16630646,16632646,2001,"+"
"18537","3",16633488,16635488,2001,"-"
"18538","3",16635472,16637472,2001,"+"
"18539","3",16638041,16640041,2001,"+"
"18540","3",16640619,16642619,2001,"+"
"18541","3",16641780,16643780,2001,"+"
"18542","3",16646172,16648172,2001,"-"
"18543","3",16648974,16650974,2001,"-"
"18544","3",16650963,16652963,2001,"+"
"18545","3",16655013,16657013,2001,"-"
"18546","3",16658266,16660266,2001,"-"
"18547","3",16661783,16663783,2001,"-"
"18548","3",16665884,16667884,2001,"-"
"18549","3",16668561,16670561,2001,"-"
"18550","3",16670931,16672931,2001,"-"
"18551","3",16672146,16674146,2001,"+"
"18552","3",16679043,16681043,2001,"-"
"18553","3",16680261,16682261,2001,"-"
"18554","3",16683592,16685592,2001,"-"
"18555","3",16686893,16688893,2001,"-"
"18556","3",16688693,16690693,2001,"-"
"18557","3",16690728,16692728,2001,"-"
"18558","3",16695797,16697797,2001,"-"
"18559","3",16696828,16698828,2001,"-"
"18560","3",16702366,16704366,2001,"-"
"18561","3",16706649,16708649,2001,"-"
"18562","3",16711000,16713000,2001,"-"
"18563","3",16712009,16714009,2001,"-"
"18564","3",16721674,16723674,2001,"-"
"18565","3",16725116,16727116,2001,"-"
"18566","3",16727701,16729701,2001,"+"
"18567","3",16730511,16732511,2001,"-"
"18568","3",16731593,16733593,2001,"+"
"18569","3",16734951,16736951,2001,"-"
"18570","3",16739445,16741445,2001,"-"
"18571","3",16744882,16746882,2001,"+"
"18572","3",16752833,16754833,2001,"-"
"18573","3",16755290,16757290,2001,"-"
"18574","3",16755770,16757770,2001,"+"
"18575","3",16758253,16760253,2001,"+"
"18576","3",16761205,16763205,2001,"+"
"18577","3",16764320,16766320,2001,"+"
"18578","3",16767257,16769257,2001,"-"
"18579","3",16769933,16771933,2001,"+"
"18580","3",16775268,16777268,2001,"+"
"18581","3",16777713,16779713,2001,"+"
"18582","3",16781643,16783643,2001,"+"
"18583","3",16784046,16786046,2001,"+"
"18584","3",16788980,16790980,2001,"+"
"18585","3",16789761,16791761,2001,"+"
"18586","3",16796947,16798947,2001,"-"
"18587","3",16798249,16800249,2001,"+"
"18588","3",16803967,16805967,2001,"-"
"18589","3",16806856,16808856,2001,"-"
"18590","3",16812871,16814871,2001,"-"
"18591","3",16815866,16817866,2001,"+"
"18592","3",16825222,16827222,2001,"-"
"18593","3",16831207,16833207,2001,"-"
"18594","3",16836569,16838569,2001,"-"
"18595","3",16839983,16841983,2001,"-"
"18596","3",16840277,16842277,2001,"+"
"18597","3",16848887,16850887,2001,"-"
"18598","3",16860527,16862527,2001,"-"
"18599","3",16860431,16862431,2001,"+"
"18600","3",16865041,16867041,2001,"-"
"18601","3",16866202,16868202,2001,"+"
"18602","3",16870548,16872548,2001,"-"
"18603","3",16870681,16872681,2001,"+"
"18604","3",16875083,16877083,2001,"-"
"18605","3",16876075,16878075,2001,"-"
"18606","3",16881182,16883182,2001,"+"
"18607","3",16882316,16884316,2001,"+"
"18608","3",16884891,16886891,2001,"+"
"18609","3",16888171,16890171,2001,"-"
"18610","3",16889618,16891618,2001,"-"
"18611","3",16890639,16892639,2001,"+"
"18612","3",16891756,16893756,2001,"+"
"18613","3",16893163,16895163,2001,"+"
"18614","3",16895166,16897166,2001,"+"
"18615","3",16897013,16899013,2001,"-"
"18616","3",16903136,16905136,2001,"-"
"18617","3",16907999,16909999,2001,"-"
"18618","3",16909820,16911820,2001,"-"
"18619","3",16912350,16914350,2001,"-"
"18620","3",16913131,16915131,2001,"-"
"18621","3",16913539,16915539,2001,"+"
"18622","3",16915072,16917072,2001,"+"
"18623","3",16916589,16918589,2001,"+"
"18624","3",16919957,16921957,2001,"-"
"18625","3",16922247,16924247,2001,"-"
"18626","3",16924258,16926258,2001,"-"
"18627","3",16925850,16927850,2001,"-"
"18628","3",16930033,16932033,2001,"-"
"18629","3",16931112,16933112,2001,"+"
"18630","3",16938766,16940766,2001,"-"
"18631","3",16944364,16946364,2001,"+"
"18632","3",16947090,16949090,2001,"+"
"18633","3",16949145,16951145,2001,"-"
"18634","3",16949955,16951955,2001,"+"
"18635","3",16952589,16954589,2001,"-"
"18636","3",16955833,16957833,2001,"-"
"18637","3",16961212,16963212,2001,"-"
"18638","3",16962251,16964251,2001,"+"
"18639","3",16964889,16966889,2001,"+"
"18640","3",16968266,16970266,2001,"+"
"18641","3",16973765,16975765,2001,"-"
"18642","3",16977923,16979923,2001,"-"
"18643","3",16978048,16980048,2001,"+"
"18644","3",16983841,16985841,2001,"-"
"18645","3",16987064,16989064,2001,"-"
"18646","3",16991407,16993407,2001,"-"
"18647","3",16998992,17000992,2001,"-"
"18648","3",17003251,17005251,2001,"-"
"18649","3",17007424,17009424,2001,"-"
"18650","3",17011728,17013728,2001,"+"
"18651","3",17015746,17017746,2001,"-"
"18652","3",17016825,17018825,2001,"-"
"18653","3",17019428,17021428,2001,"-"
"18654","3",17024011,17026011,2001,"-"
"18655","3",17025658,17027658,2001,"+"
"18656","3",17031489,17033489,2001,"+"
"18657","3",17035427,17037427,2001,"+"
"18658","3",17042500,17044500,2001,"-"
"18659","3",17050955,17052955,2001,"+"
"18660","3",17054919,17056919,2001,"+"
"18661","3",17058896,17060896,2001,"-"
"18662","3",17062425,17064425,2001,"+"
"18663","3",17063271,17065271,2001,"+"
"18664","3",17065571,17067571,2001,"-"
"18665","3",17066675,17068675,2001,"+"
"18666","3",17070683,17072683,2001,"-"
"18667","3",17072196,17074196,2001,"+"
"18668","3",17078093,17080093,2001,"+"
"18669","3",17081108,17083108,2001,"+"
"18670","3",17086594,17088594,2001,"+"
"18671","3",17090875,17092875,2001,"-"
"18672","3",17094639,17096639,2001,"-"
"18673","3",17096452,17098452,2001,"-"
"18674","3",17099973,17101973,2001,"-"
"18675","3",17102173,17104173,2001,"+"
"18676","3",17105055,17107055,2001,"-"
"18677","3",17105790,17107790,2001,"+"
"18678","3",17110429,17112429,2001,"+"
"18679","3",17114629,17116629,2001,"+"
"18680","3",17119480,17121480,2001,"+"
"18681","3",17125691,17127691,2001,"-"
"18682","3",17127263,17129263,2001,"+"
"18683","3",17132338,17134338,2001,"-"
"18684","3",17134587,17136587,2001,"-"
"18685","3",17136874,17138874,2001,"-"
"18686","3",17137587,17139587,2001,"+"
"18687","3",17145867,17147867,2001,"-"
"18688","3",17147342,17149342,2001,"+"
"18689","3",17148752,17150752,2001,"+"
"18690","3",17151775,17153775,2001,"+"
"18691","3",17156924,17158924,2001,"+"
"18692","3",17161475,17163475,2001,"-"
"18693","3",17164791,17166791,2001,"+"
"18694","3",17170044,17172044,2001,"-"
"18695","3",17172752,17174752,2001,"-"
"18696","3",17179067,17181067,2001,"-"
"18697","3",17181457,17183457,2001,"-"
"18698","3",17182070,17184070,2001,"+"
"18699","3",17186812,17188812,2001,"-"
"18700","3",17187870,17189870,2001,"+"
"18701","3",17190167,17192167,2001,"-"
"18702","3",17190893,17192893,2001,"-"
"18703","3",17190668,17192668,2001,"+"
"18704","3",17193397,17195397,2001,"-"
"18705","3",17195743,17197743,2001,"-"
"18706","3",17198337,17200337,2001,"-"
"18707","3",17200889,17202889,2001,"-"
"18708","3",17208032,17210032,2001,"-"
"18709","3",17211348,17213348,2001,"-"
"18710","3",17214612,17216612,2001,"-"
"18711","3",17218343,17220343,2001,"-"
"18712","3",17218741,17220741,2001,"+"
"18713","3",17221027,17223027,2001,"+"
"18714","3",17222954,17224954,2001,"+"
"18715","3",17227673,17229673,2001,"+"
"18716","3",17233002,17235002,2001,"-"
"18717","3",17235542,17237542,2001,"-"
"18718","3",17239623,17241623,2001,"-"
"18719","3",17243277,17245277,2001,"-"
"18720","3",17247713,17249713,2001,"-"
"18721","3",17250011,17252011,2001,"+"
"18722","3",17255338,17257338,2001,"+"
"18723","3",17259234,17261234,2001,"+"
"18724","3",17261983,17263983,2001,"+"
"18725","3",17263580,17265580,2001,"+"
"18726","3",17264293,17266293,2001,"+"
"18727","3",17266128,17268128,2001,"-"
"18728","3",17267875,17269875,2001,"+"
"18729","3",17270421,17272421,2001,"-"
"18730","3",17272696,17274696,2001,"+"
"18731","3",17277636,17279636,2001,"+"
"18732","3",17278711,17280711,2001,"+"
"18733","3",17283857,17285857,2001,"-"
"18734","3",17284643,17286643,2001,"+"
"18735","3",17287952,17289952,2001,"-"
"18736","3",17288369,17290369,2001,"+"
"18737","3",17297067,17299067,2001,"-"
"18738","3",17305446,17307446,2001,"-"
"18739","3",17308938,17310938,2001,"-"
"18740","3",17310672,17312672,2001,"+"
"18741","3",17315566,17317566,2001,"-"
"18742","3",17318531,17320531,2001,"-"
"18743","3",17318862,17320862,2001,"+"
"18744","3",17320211,17322211,2001,"+"
"18745","3",17321119,17323119,2001,"+"
"18746","3",17326152,17328152,2001,"-"
"18747","3",17329889,17331889,2001,"-"
"18748","3",17331985,17333985,2001,"+"
"18749","3",17336733,17338733,2001,"-"
"18750","3",17339396,17341396,2001,"-"
"18751","3",17343645,17345645,2001,"-"
"18752","3",17344570,17346570,2001,"+"
"18753","3",17349296,17351296,2001,"-"
"18754","3",17351822,17353822,2001,"-"
"18755","3",17352714,17354714,2001,"+"
"18756","3",17356026,17358026,2001,"+"
"18757","3",17357591,17359591,2001,"+"
"18758","3",17361118,17363118,2001,"-"
"18759","3",17362833,17364833,2001,"-"
"18760","3",17369494,17371494,2001,"-"
"18761","3",17372547,17374547,2001,"-"
"18762","3",17375054,17377054,2001,"-"
"18763","3",17378235,17380235,2001,"-"
"18764","3",17384313,17386313,2001,"+"
"18765","3",17386976,17388976,2001,"+"
"18766","3",17392699,17394699,2001,"-"
"18767","3",17393988,17395988,2001,"-"
"18768","3",17400731,17402731,2001,"-"
"18769","3",17402129,17404129,2001,"+"
"18770","3",17408792,17410792,2001,"+"
"18771","3",17416056,17418056,2001,"-"
"18772","3",17419510,17421510,2001,"+"
"18773","3",17426950,17428950,2001,"+"
"18774","3",17428623,17430623,2001,"-"
"18775","3",17429152,17431152,2001,"+"
"18776","3",17432459,17434459,2001,"+"
"18777","3",17435912,17437912,2001,"-"
"18778","3",17440243,17442243,2001,"-"
"18779","3",17440421,17442421,2001,"+"
"18780","3",17444382,17446382,2001,"+"
"18781","3",17444810,17446810,2001,"+"
"18782","3",17444963,17446963,2001,"+"
"18783","3",17445818,17447818,2001,"+"
"18784","3",17450112,17452112,2001,"+"
"18785","3",17453721,17455721,2001,"-"
"18786","3",17456795,17458795,2001,"+"
"18787","3",17458339,17460339,2001,"+"
"18788","3",17464590,17466590,2001,"+"
"18789","3",17468460,17470460,2001,"-"
"18790","3",17474258,17476258,2001,"-"
"18791","3",17479603,17481603,2001,"+"
"18792","3",17481025,17483025,2001,"+"
"18793","3",17485347,17487347,2001,"-"
"18794","3",17485765,17487765,2001,"+"
"18795","3",17494033,17496033,2001,"-"
"18796","3",17495947,17497947,2001,"-"
"18797","3",17497279,17499279,2001,"+"
"18798","3",17505058,17507058,2001,"-"
"18799","3",17510079,17512079,2001,"+"
"18800","3",17512274,17514274,2001,"+"
"18801","3",17518165,17520165,2001,"-"
"18802","3",17520029,17522029,2001,"+"
"18803","3",17521829,17523829,2001,"-"
"18804","3",17522458,17524458,2001,"+"
"18805","3",17526052,17528052,2001,"-"
"18806","3",17526507,17528507,2001,"+"
"18807","3",17531648,17533648,2001,"+"
"18808","3",17536530,17538530,2001,"-"
"18809","3",17540230,17542230,2001,"-"
"18810","3",17548121,17550121,2001,"+"
"18811","3",17557849,17559849,2001,"+"
"18812","3",17564496,17566496,2001,"-"
"18813","3",17566126,17568126,2001,"+"
"18814","3",17568505,17570505,2001,"+"
"18815","3",17570192,17572192,2001,"+"
"18816","3",17574880,17576880,2001,"-"
"18817","3",17575537,17577537,2001,"-"
"18818","3",17578577,17580577,2001,"-"
"18819","3",17580096,17582096,2001,"+"
"18820","3",17585624,17587624,2001,"-"
"18821","3",17589729,17591729,2001,"+"
"18822","3",17591625,17593625,2001,"+"
"18823","3",17597896,17599896,2001,"-"
"18824","3",17599651,17601651,2001,"+"
"18825","3",17605427,17607427,2001,"+"
"18826","3",17610787,17612787,2001,"+"
"18827","3",17617055,17619055,2001,"+"
"18828","3",17623479,17625479,2001,"+"
"18829","3",17628530,17630530,2001,"+"
"18830","3",17633810,17635810,2001,"+"
"18831","3",17638691,17640691,2001,"-"
"18832","3",17643428,17645428,2001,"+"
"18833","3",17646069,17648069,2001,"+"
"18834","3",17647623,17649623,2001,"+"
"18835","3",17650765,17652765,2001,"-"
"18836","3",17650912,17652912,2001,"+"
"18837","3",17655013,17657013,2001,"-"
"18838","3",17657316,17659316,2001,"-"
"18839","3",17660008,17662008,2001,"-"
"18840","3",17665891,17667891,2001,"-"
"18841","3",17672530,17674530,2001,"-"
"18842","3",17680730,17682730,2001,"-"
"18843","3",17681952,17683952,2001,"+"
"18844","3",17683444,17685444,2001,"+"
"18845","3",17688549,17690549,2001,"-"
"18846","3",17691702,17693702,2001,"+"
"18847","3",17699833,17701833,2001,"-"
"18848","3",17707909,17709909,2001,"-"
"18849","3",17709374,17711374,2001,"+"
"18850","3",17715308,17717308,2001,"-"
"18851","3",17719020,17721020,2001,"-"
"18852","3",17723028,17725028,2001,"-"
"18853","3",17723590,17725590,2001,"+"
"18854","3",17726954,17728954,2001,"-"
"18855","3",17730480,17732480,2001,"+"
"18856","3",17738412,17740412,2001,"-"
"18857","3",17741109,17743109,2001,"+"
"18858","3",17741335,17743335,2001,"+"
"18859","3",17747736,17749736,2001,"-"
"18860","3",17749711,17751711,2001,"+"
"18861","3",17754190,17756190,2001,"-"
"18862","3",17756780,17758780,2001,"-"
"18863","3",17759874,17761874,2001,"-"
"18864","3",17762001,17764001,2001,"+"
"18865","3",17771926,17773926,2001,"-"
"18866","3",17771057,17773057,2001,"+"
"18867","3",17774128,17776128,2001,"-"
"18868","3",17774587,17776587,2001,"-"
"18869","3",17777356,17779356,2001,"+"
"18870","3",17781645,17783645,2001,"-"
"18871","3",17782331,17784331,2001,"+"
"18872","3",17789008,17791008,2001,"-"
"18873","3",17789919,17791919,2001,"-"
"18874","3",17792543,17794543,2001,"-"
"18875","3",17796334,17798334,2001,"+"
"18876","3",17831731,17833731,2001,"-"
"18877","3",17836514,17838514,2001,"-"
"18878","3",17837266,17839266,2001,"-"
"18879","3",17839654,17841654,2001,"+"
"18880","3",17845073,17847073,2001,"+"
"18881","3",17846681,17848681,2001,"+"
"18882","3",17848359,17850359,2001,"+"
"18883","3",17852557,17854557,2001,"-"
"18884","3",17854112,17856112,2001,"+"
"18885","3",17857874,17859874,2001,"-"
"18886","3",17862754,17864754,2001,"+"
"18887","3",17865685,17867685,2001,"-"
"18888","3",17866316,17868316,2001,"+"
"18889","3",17870929,17872929,2001,"-"
"18890","3",17874220,17876220,2001,"-"
"18891","3",17875571,17877571,2001,"+"
"18892","3",17893411,17895411,2001,"+"
"18893","3",17878566,17880566,2001,"+"
"18894","3",17881556,17883556,2001,"+"
"18895","3",17884667,17886667,2001,"-"
"18896","3",17884524,17886524,2001,"+"
"18897","3",17887101,17889101,2001,"+"
"18898","3",17890134,17892134,2001,"+"
"18899","3",17892975,17894975,2001,"-"
"18900","3",17896739,17898739,2001,"+"
"18901","3",17901255,17903255,2001,"-"
"18902","3",17902304,17904304,2001,"+"
"18903","3",17904725,17906725,2001,"+"
"18904","3",17909525,17911525,2001,"-"
"18905","3",17913992,17915992,2001,"-"
"18906","3",17915416,17917416,2001,"+"
"18907","3",17919815,17921815,2001,"+"
"18908","3",17922678,17924678,2001,"+"
"18909","3",17927188,17929188,2001,"-"
"18910","3",17928647,17930647,2001,"+"
"18911","3",17930818,17932818,2001,"+"
"18912","3",17934609,17936609,2001,"+"
"18913","3",17940402,17942402,2001,"+"
"18914","3",17943888,17945888,2001,"-"
"18915","3",17948445,17950445,2001,"+"
"18916","3",17950689,17952689,2001,"+"
"18917","3",17958124,17960124,2001,"-"
"18918","3",17960289,17962289,2001,"+"
"18919","3",17961163,17963163,2001,"+"
"18920","3",17967538,17969538,2001,"-"
"18921","3",17973626,17975626,2001,"-"
"18922","3",17975670,17977670,2001,"-"
"18923","3",17982387,17984387,2001,"-"
"18924","3",17983171,17985171,2001,"+"
"18925","3",17986378,17988378,2001,"+"
"18926","3",17991015,17993015,2001,"-"
"18927","3",17992999,17994999,2001,"+"
"18928","3",18002581,18004581,2001,"-"
"18929","3",18003974,18005974,2001,"-"
"18930","3",18006165,18008165,2001,"+"
"18931","3",18008982,18010982,2001,"-"
"18932","3",18010440,18012440,2001,"-"
"18933","3",18013082,18015082,2001,"-"
"18934","3",18014983,18016983,2001,"+"
"18935","3",18017808,18019808,2001,"-"
"18936","3",18021324,18023324,2001,"-"
"18937","3",18023663,18025663,2001,"+"
"18938","3",18028659,18030659,2001,"+"
"18939","3",18029781,18031781,2001,"+"
"18940","3",18033192,18035192,2001,"+"
"18941","3",18034011,18036011,2001,"+"
"18942","3",18037234,18039234,2001,"-"
"18943","3",18038876,18040876,2001,"-"
"18944","3",18039937,18041937,2001,"+"
"18945","3",18045323,18047323,2001,"+"
"18946","3",18048614,18050614,2001,"+"
"18947","3",18053755,18055755,2001,"-"
"18948","3",18068078,18070078,2001,"+"
"18949","3",18070536,18072536,2001,"+"
"18950","3",18074794,18076794,2001,"+"
"18951","3",18085817,18087817,2001,"-"
"18952","3",18088061,18090061,2001,"+"
"18953","3",18092404,18094404,2001,"+"
"18954","3",18095661,18097661,2001,"-"
"18955","3",18096048,18098048,2001,"+"
"18956","3",18101911,18103911,2001,"-"
"18957","3",18102152,18104152,2001,"+"
"18958","3",18113070,18115070,2001,"-"
"18959","3",18115499,18117499,2001,"-"
"18960","3",18116486,18118486,2001,"+"
"18961","3",18125742,18127742,2001,"-"
"18962","3",18125870,18127870,2001,"+"
"18963","3",18128601,18130601,2001,"+"
"18964","3",18130829,18132829,2001,"+"
"18965","3",18138392,18140392,2001,"+"
"18966","3",18141281,18143281,2001,"-"
"18967","3",18143163,18145163,2001,"-"
"18968","3",18147017,18149017,2001,"+"
"18969","3",18150412,18152412,2001,"-"
"18970","3",18152375,18154375,2001,"-"
"18971","3",18154416,18156416,2001,"+"
"18972","3",18160379,18162379,2001,"-"
"18973","3",18161701,18163701,2001,"+"
"18974","3",18167692,18169692,2001,"-"
"18975","3",18168079,18170079,2001,"+"
"18976","3",18172087,18174087,2001,"+"
"18977","3",18176676,18178676,2001,"+"
"18978","3",18179968,18181968,2001,"+"
"18979","3",18183431,18185431,2001,"-"
"18980","3",18185968,18187968,2001,"-"
"18981","3",18190992,18192992,2001,"-"
"18982","3",18192729,18194729,2001,"-"
"18983","3",18195727,18197727,2001,"-"
"18984","3",18195839,18197839,2001,"+"
"18985","3",18199664,18201664,2001,"+"
"18986","3",18204775,18206775,2001,"+"
"18987","3",18206651,18208651,2001,"+"
"18988","3",18209453,18211453,2001,"+"
"18989","3",18214619,18216619,2001,"-"
"18990","3",18216848,18218848,2001,"-"
"18991","3",18217858,18219858,2001,"+"
"18992","3",18223885,18225885,2001,"-"
"18993","3",18225805,18227805,2001,"-"
"18994","3",18228610,18230610,2001,"-"
"18995","3",18228749,18230749,2001,"+"
"18996","3",18233391,18235391,2001,"-"
"18997","3",18236646,18238646,2001,"-"
"18998","3",18240237,18242237,2001,"-"
"18999","3",18248776,18250776,2001,"+"
"19000","3",18253232,18255232,2001,"+"
"19001","3",18254979,18256979,2001,"+"
"19002","3",18259998,18261998,2001,"-"
"19003","3",18261399,18263399,2001,"+"
"19004","3",18267271,18269271,2001,"-"
"19005","3",18269025,18271025,2001,"+"
"19006","3",18271425,18273425,2001,"+"
"19007","3",18276605,18278605,2001,"-"
"19008","3",18279408,18281408,2001,"-"
"19009","3",18282194,18284194,2001,"-"
"19010","3",18287059,18289059,2001,"-"
"19011","3",18289672,18291672,2001,"-"
"19012","3",18290488,18292488,2001,"+"
"19013","3",18293577,18295577,2001,"-"
"19014","3",18299189,18301189,2001,"-"
"19015","3",18303416,18305416,2001,"-"
"19016","3",18306906,18308906,2001,"-"
"19017","3",18312490,18314490,2001,"-"
"19018","3",18316998,18318998,2001,"-"
"19019","3",18323624,18325624,2001,"-"
"19020","3",18323746,18325746,2001,"+"
"19021","3",18328387,18330387,2001,"+"
"19022","3",18330539,18332539,2001,"+"
"19023","3",18335317,18337317,2001,"-"
"19024","3",18337498,18339498,2001,"-"
"19025","3",18339616,18341616,2001,"-"
"19026","3",18339976,18341976,2001,"+"
"19027","3",18342473,18344473,2001,"-"
"19028","3",18347699,18349699,2001,"-"
"19029","3",18352624,18354624,2001,"-"
"19030","3",18352842,18354842,2001,"+"
"19031","3",18358584,18360584,2001,"+"
"19032","3",18363913,18365913,2001,"-"
"19033","3",18364678,18366678,2001,"+"
"19034","3",18366909,18368909,2001,"+"
"19035","3",18367988,18369988,2001,"-"
"19036","3",18369564,18371564,2001,"+"
"19037","3",18372024,18374024,2001,"-"
"19038","3",18374784,18376784,2001,"-"
"19039","3",18376479,18378479,2001,"+"
"19040","3",18386128,18388128,2001,"-"
"19041","3",18388564,18390564,2001,"-"
"19042","3",18390417,18392417,2001,"-"
"19043","3",18392747,18394747,2001,"+"
"19044","3",18396759,18398759,2001,"+"
"19045","3",18401869,18403869,2001,"-"
"19046","3",18403788,18405788,2001,"-"
"19047","3",18408709,18410709,2001,"-"
"19048","3",18412613,18414613,2001,"+"
"19049","3",18417278,18419278,2001,"-"
"19050","3",18416568,18418568,2001,"+"
"19051","3",18421649,18423649,2001,"+"
"19052","3",18426735,18428735,2001,"+"
"19053","3",18435141,18437141,2001,"-"
"19054","3",18436845,18438845,2001,"+"
"19055","3",18441198,18443198,2001,"-"
"19056","3",18444457,18446457,2001,"-"
"19057","3",18446646,18448646,2001,"-"
"19058","3",18446788,18448788,2001,"+"
"19059","3",18449405,18451405,2001,"-"
"19060","3",18450494,18452494,2001,"-"
"19061","3",18455125,18457125,2001,"-"
"19062","3",18459141,18461141,2001,"+"
"19063","3",18460876,18462876,2001,"-"
"19064","3",18464679,18466679,2001,"+"
"19065","3",18468763,18470763,2001,"-"
"19066","3",18470057,18472057,2001,"+"
"19067","3",18472743,18474743,2001,"-"
"19068","3",18475834,18477834,2001,"-"
"19069","3",18480237,18482237,2001,"+"
"19070","3",18481383,18483383,2001,"+"
"19071","3",18483001,18485001,2001,"+"
"19072","3",18483513,18485513,2001,"+"
"19073","3",18486258,18488258,2001,"+"
"19074","3",18488034,18490034,2001,"+"
"19075","3",18491177,18493177,2001,"-"
"19076","3",18493139,18495139,2001,"-"
"19077","3",18495249,18497249,2001,"+"
"19078","3",18498170,18500170,2001,"+"
"19079","3",18501725,18503725,2001,"-"
"19080","3",18503256,18505256,2001,"+"
"19081","3",18506835,18508835,2001,"-"
"19082","3",18506812,18508812,2001,"+"
"19083","3",18509246,18511246,2001,"+"
"19084","3",18513343,18515343,2001,"+"
"19085","3",18521510,18523510,2001,"+"
"19086","3",18524687,18526687,2001,"-"
"19087","3",18528066,18530066,2001,"-"
"19088","3",18530477,18532477,2001,"-"
"19089","3",18533274,18535274,2001,"-"
"19090","3",18533459,18535459,2001,"+"
"19091","3",18538601,18540601,2001,"-"
"19092","3",18541687,18543687,2001,"-"
"19093","3",18542709,18544709,2001,"-"
"19094","3",18547132,18549132,2001,"-"
"19095","3",18550041,18552041,2001,"-"
"19096","3",18556209,18558209,2001,"-"
"19097","3",18558106,18560106,2001,"-"
"19098","3",18565780,18567780,2001,"-"
"19099","3",18571736,18573736,2001,"+"
"19100","3",18574432,18576432,2001,"+"
"19101","3",18577353,18579353,2001,"+"
"19102","3",18583535,18585535,2001,"-"
"19103","3",18586312,18588312,2001,"-"
"19104","3",18586974,18588974,2001,"+"
"19105","3",18590273,18592273,2001,"-"
"19106","3",18593564,18595564,2001,"-"
"19107","3",18596642,18598642,2001,"-"
"19108","3",18600009,18602009,2001,"-"
"19109","3",18602793,18604793,2001,"-"
"19110","3",18606162,18608162,2001,"-"
"19111","3",18610169,18612169,2001,"-"
"19112","3",18612323,18614323,2001,"-"
"19113","3",18615452,18617452,2001,"-"
"19114","3",18617729,18619729,2001,"-"
"19115","3",18619599,18621599,2001,"+"
"19116","3",18627888,18629888,2001,"-"
"19117","3",18629478,18631478,2001,"-"
"19118","3",18633576,18635576,2001,"+"
